customerID,Churn,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PhoneService,MultipleLines,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,gender,SeniorCitizen,Partner,Dependents,tenure
0265-PSUAE,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),100.7,1522.7,Female,0,Yes,Yes,16
0266-CLZKZ,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,Female,0,Yes,Yes,67
0266-GMEAO,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.3,8058.55,Male,0,Yes,Yes,72
0268-QKIWO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,19.75,58.85,Female,0,No,No,3
0269-XFESX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,24.35,538.5,Male,0,Yes,Yes,23
0270-THENM,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),69.85,5102.35,Male,0,Yes,Yes,72
0274-JKUJR,No,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No phone service,Month-to-month,No,Mailed check,58.85,465.7,Male,0,Yes,Yes,7
0274-VVQOQ,,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.15,6792.45,Male,1,Yes,No,65
0277-BKSQP,No,DSL,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,475.1,Male,0,Yes,Yes,8
0277-ORXQS,No,DSL,No,No,No,Yes,Yes,Yes,No,No phone service,Two year,No,Bank transfer (automatic),50.55,3364.55,Male,0,Yes,Yes,66
0278-YXOOG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,21.05,113.85,Male,0,No,No,5
0280-XJGEX,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.7,5036.3,Male,0,No,No,49
0281-CNTZX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),19.95,1234.8,Male,0,Yes,No,63
0282-NVSJS,No,DSL,No,No,No,Yes,No,No,No,No phone service,Month-to-month,Yes,Mailed check,29.3,355.9,Female,1,Yes,Yes,12
0285-INHLN,No,DSL,Yes,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.75,1510.3,Male,0,Yes,Yes,27
0289-IVARM,No,DSL,Yes,Yes,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,60.55,1982.6,Female,0,No,No,35
0292-WEGCH,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.2,4524.05,Female,0,Yes,Yes,54
0295-PPHDO,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,95.45,Male,0,No,No,1
0295-QVKPB,No,DSL,No,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.95,318.1,Male,0,No,No,5
0297-RBCSG,No,DSL,No,Yes,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),65.35,1231.85,Male,0,No,No,19
0298-XACET,No,DSL,No,Yes,Yes,Yes,Yes,No,No,No phone service,Two year,No,Mailed check,50.2,2554.0,Male,0,Yes,Yes,52
0301-FIDRB,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No phone service,Two year,Yes,Bank transfer (automatic),63.8,4684.3,Female,0,Yes,Yes,72
0301-KOBTQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),20.05,614.45,Male,0,No,No,32
0302-JOIVN,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,101.15,842.9,Female,0,Yes,No,8
0303-UNCIP,No,DSL,No,No,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,65.0,2531.8,Male,0,No,No,41
0303-WMMRN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,19.25,86.05,Male,0,No,No,5
0305-SQECB,No,DSL,Yes,No,No,Yes,No,No,No,No phone service,One year,Yes,Mailed check,36.05,402.6,Female,0,No,Yes,11
0306-JAELE,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.1,453.4,Male,0,No,No,5
0307-BCOPK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Mailed check,19.05,326.65,Female,0,No,No,16
0308-GIQJT,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),105.75,7382.85,Male,1,No,No,71
0308-IVGOK,No,DSL,No,Yes,Yes,Yes,No,No,No,No phone service,One year,Yes,Credit card (automatic),40.4,422.6,Female,0,No,No,11
0310-MVLET,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,6010.05,Female,0,Yes,Yes,61
0310-SUCIN,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),84.8,6046.1,Female,0,Yes,No,71
0310-VQXAM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,19.85,178.8,Male,0,No,No,9
0311-QYWSS,No,DSL,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,49.45,314.6,Female,0,No,No,6
0311-UNPFF,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.8,2274.35,Female,0,No,No,26
0314-TKOSI,No,DSL,Yes,Yes,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.15,322.9,Female,0,No,No,6
0315-LVCRK,No,Fiber optic,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,84.8,888.75,Male,0,No,No,11
0318-QUUOB,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,Male,0,Yes,No,1
0318-ZOPWS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),20.15,973.35,Female,0,Yes,No,49
0319-QZTCO,No,DSL,No,Yes,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.7,168.6,Female,0,Yes,Yes,3
0320-DWVTU,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,99.5,5424.25,Female,0,No,No,53
0320-JDNQG,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,99.85,2331.3,Male,0,Yes,Yes,23
0322-CHQRU,Yes,DSL,No,No,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,45.35,89.5,Male,0,No,No,2
0322-YINQP,Yes,DSL,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,48.55,48.55,Male,0,No,No,1
0323-XWWTN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,26.4,121.25,Male,0,No,Yes,3
0324-BRPCJ,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,6851.65,Female,1,Yes,No,68
0325-XBFAC,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.7,740.3,Male,0,No,No,8
0326-VDYXE,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,97.65,6982.5,Female,0,Yes,No,70
0327-WFZSY,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,100.0,3835.55,Male,0,Yes,Yes,39
0328-GRPMV,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,70.1,70.1,Female,0,No,No,1
0328-IBUPK,,DSL,Yes,No,No,Yes,No,No,No,No phone service,Two year,No,Bank transfer (automatic),34.2,1782.0,Female,0,Yes,Yes,51
0329-GTIAJ,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,97.9,315.3,Female,0,No,No,3
0330-BGYZE,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),102.5,6157.6,Male,0,Yes,No,60
0330-IVZHA,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,69.95,330.15,Female,0,Yes,No,5
0334-GDDSO,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.35,233.7,Male,1,No,No,3
0334-ZFJSR,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),66.05,3462.1,Female,0,Yes,No,55
0336-KXKFK,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No phone service,Two year,Yes,Credit card (automatic),61.2,4390.25,Male,0,No,No,72
0336-PIKEI,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),74.4,5360.75,Male,1,Yes,No,72
0337-CNPZE,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.3,4443.45,Female,0,No,No,41
0343-QLUZP,No,DSL,Yes,Yes,Yes,No,No,No,No,No phone service,Two year,No,Bank transfer (automatic),39.6,2424.5,Male,0,No,No,60
0345-HKJVM,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,89.3,577.6,Female,0,No,No,6
0345-XMMUG,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.9,4854.3,Female,0,Yes,No,46
0347-UBKUZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,19.9,320.45,Female,0,No,No,15
0348-SDKOL,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,Female,0,Yes,No,58
0354-VXMJC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Credit card (automatic),19.6,426.65,Male,0,Yes,Yes,23
0354-WYROK,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,98.9,2911.3,Female,1,Yes,Yes,31
0356-ERHVT,No,DSL,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),45.9,521.9,Male,0,Yes,No,11
0356-OBMAC,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.9,5706.3,Female,1,No,No,56
0357-NVCRI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),20.05,471.7,Female,0,No,Yes,25
0361-HJRDX,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No phone service,Two year,No,Credit card (automatic),64.35,4539.6,Female,0,No,No,68
0362-RAOQO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Credit card (automatic),19.65,830.25,Female,0,No,No,40
0362-ZBZWJ,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,84.9,3067.2,Male,0,No,No,36
0363-QJVFX,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,3432.9,Male,0,No,No,32
0363-SVHYR,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.85,6263.8,Male,0,Yes,Yes,71
0365-BZUWY,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.55,1742.5,Male,0,Yes,No,17
0365-GXEZS,No,Fiber optic,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,78.2,1468.75,Male,0,Yes,No,18
0365-TRTPY,No,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,Female,0,No,No,37
0366-NQSHS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,19.35,46.35,Male,0,No,No,2
0369-ZGOVK,No,Fiber optic,No,No,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),70.4,1992.2,Female,0,Yes,Yes,28
0373-AIVNJ,No,DSL,Yes,Yes,Yes,No,No,No,No,No phone service,One year,No,Mailed check,39.55,373.0,Male,0,No,No,9
0374-AACSZ,No,DSL,Yes,No,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,50.15,50.15,Female,0,No,No,1
0374-FIUCA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),20.4,1414.45,Male,0,Yes,No,65
0374-IOEGQ,No,DSL,No,No,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,44.6,122.7,Female,0,No,No,3
0375-HVGXO,Yes,DSL,No,No,No,No,Yes,No,No,No phone service,Month-to-month,Yes,Electronic check,34.7,34.7,Female,0,No,No,1
0376-OIWME,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,93.6,3366.05,Male,0,Yes,No,36
0376-YMCJC,Yes,Fiber optic,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.6,1943.2,Male,0,No,No,23
0377-JBKKT,No,DSL,Yes,Yes,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,57.95,1271.8,Male,0,Yes,Yes,22
0378-CJKPV,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),112.1,7965.95,Female,0,Yes,No,72
0378-NHQXU,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,88.25,1460.65,Female,0,Yes,Yes,17
0378-TOVMS,Yes,Fiber optic,No,No,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.8,272.2,Female,0,No,No,3
0378-XSZPU,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),60.3,3563.8,Male,0,Yes,No,58
0379-DJQHR,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),81.35,5398.6,Male,0,Yes,Yes,67
0380-NEAVX,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,99.85,3343.15,Male,1,No,No,34
0380-ZCSBI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),20.0,198.7,Male,0,No,No,10
0383-CLDDA,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.35,5897.4,Female,0,No,No,69
0384-LPITE,No,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No phone service,One year,No,Credit card (automatic),62.05,2511.55,Male,0,No,No,40
0384-RVBPI,No,DSL,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),64.4,1398.6,Male,0,No,No,20
0386-CWRGM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Mailed check,19.4,967.85,Female,0,Yes,Yes,46
0388-EOPEX,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.4,139.4,Female,0,Yes,No,2
0390-DCFDQ,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,70.45,70.45,Female,1,Yes,No,1
0392-BZIUW,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.0,7589.8,Female,0,Yes,No,72
0394-YONDK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),25.15,1790.15,Male,0,Yes,Yes,70
0396-HUJBP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,19.3,44.4,Female,0,No,No,2
0396-UKGAI,No,DSL,No,Yes,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1284.2,Male,0,No,Yes,23
0396-YCHWO,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.4,3474.2,Male,0,Yes,No,36
0397-GZBBC,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.85,5574.75,Male,1,Yes,No,59
0397-ZXWQF,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),20.5,1430.95,Male,0,No,No,67
0401-WDBXM,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.55,7542.25,Male,0,Yes,Yes,72
0402-CQAJN,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.9,3545.35,Female,0,No,No,37
0402-OAMEN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),24.45,1709.1,Female,0,Yes,Yes,72
0404-AHASP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Credit card (automatic),19.7,1421.9,Male,0,Yes,No,72
0404-SWRVG,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.4,229.55,Male,0,No,No,3
0406-BPDVR,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.5,5373.1,Female,1,Yes,No,54
0407-BDJKB,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.75,5742.9,Male,0,Yes,No,60
0409-WTMPL,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.65,6526.65,Female,0,Yes,No,58
0410-IPFTY,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.85,2674.15,Female,0,Yes,No,31
0411-EZJZE,No,DSL,No,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,60.25,170.5,Female,0,No,No,3
0412-UCCNP,No,DSL,Yes,No,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,59.2,3175.85,Male,0,No,No,55
0415-MOSGF,Yes,DSL,No,No,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,44.4,44.4,Female,0,No,No,1
0419-YAAPX,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.3,4297.95,Male,0,Yes,No,49
0420-BWTPW,Yes,DSL,No,No,No,No,No,No,No,No phone service,Month-to-month,No,Mailed check,25.5,215.2,Male,0,No,Yes,8
0420-HLGXF,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.75,4036.0,Female,1,No,No,39
0420-TXVSG,No,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),66.1,4428.45,Male,0,Yes,No,66
0422-OHQHQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Mailed check,20.55,295.95,Female,0,Yes,Yes,15
0422-UXFAP,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,98.85,4947.55,Female,0,Yes,No,51
0423-UDIJQ,No,DSL,No,No,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,49.2,447.9,Male,1,No,No,9
0426-TIRNE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,20.9,20.9,Female,0,No,No,1
0428-AXXLJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),19.5,516.3,Male,0,No,No,25
0428-IKYCP,No,Fiber optic,No,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.0,1850.65,Male,0,Yes,No,22
0430-IHCDJ,No,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.0,749.25,Male,0,No,No,15
0431-APWVY,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),90.1,2598.95,Female,0,Yes,Yes,28
0432-CAJZV,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,90.7,237.65,Male,0,No,No,3
0434-CSFON,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,4707.1,Female,0,Yes,No,47
0436-TWFFZ,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,85.25,5714.2,Female,0,No,No,67
0439-IFYUN,No,Fiber optic,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.7,1294.6,Female,1,No,No,18
0440-EKDCF,No,DSL,No,Yes,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),60.15,3753.2,Male,0,Yes,No,62
0440-MOGPM,No,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,80.55,3263.9,Female,0,No,No,41
0440-QEXBZ,No,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,50.15,2139.1,Female,0,No,No,44
0440-UEDAI,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.45,5042.75,Female,0,No,No,53
0442-TDYUO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,20.05,1036.0,Male,0,Yes,No,48
0442-ZXKVS,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),115.6,6431.05,Female,1,Yes,No,54
0447-BEMNG,Yes,DSL,Yes,No,Yes,No,No,Yes,No,No phone service,Month-to-month,Yes,Bank transfer (automatic),45.3,2145.0,Female,0,Yes,No,48
0447-RXSGD,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.65,2404.85,Male,0,No,No,24
0448-YZNZE,,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.55,2510.2,Male,1,Yes,No,27
0454-OKRCT,No,Fiber optic,No,Yes,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),80.6,2651.1,Male,0,No,No,33
0455-ENTCR,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,85.25,5538.35,Male,0,Yes,No,66
0455-XFASS,No,Fiber optic,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,69.55,200.2,Female,0,Yes,Yes,3
0458-HEUZG,No,DSL,No,No,Yes,Yes,No,No,No,No phone service,Two year,No,Mailed check,35.4,450.4,Female,0,No,No,13
0459-SPZHJ,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),83.5,5435.0,Male,0,Yes,Yes,63
0461-CVKMU,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.8,1900.25,Female,0,Yes,Yes,23
0463-TXOAK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),25.6,1334.5,Male,0,No,Yes,52
0463-WZZKO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),20.75,67.1,Male,0,No,No,3
0463-ZSDNT,No,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.75,503.25,Male,0,No,No,10
0464-WJTKO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),20.1,1460.85,Female,0,Yes,Yes,72
0468-YRPXN,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),98.8,2807.1,Male,0,No,No,29
0471-ARVMX,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.85,6312.9,Female,1,Yes,No,62
0471-LVHGK,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,73.0,3001.2,Male,0,Yes,No,41
0475-RIJEP,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.85,3365.85,Male,0,No,No,43
0479-HMSWA,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,105.45,2715.3,Female,0,No,Yes,26
0480-BIXDE,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.8,1743.05,Female,0,Yes,No,19
0480-KYJVA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),24.25,1784.5,Female,0,Yes,Yes,72
